pair_id,src_id,dst_id,comm_type,src_type,dst_type,distance_m,rel_speed_mps,src_alt_m,dst_alt_m,link_source,link_type,rf_snr_db,vlc_snr_db,blockage_prob,los_blocked,los_coeff,density,doppler_hz,intent,delay_budget_ms_obs,log_ber_budget_obs,tput_budget_mbps_obs,queue,capacity_mbps,ber,outage_prob,latency_ms,label,scenario,qmax
P000011a,V1,V13,V2V,vehicle,vehicle,62.23348608,17.71635699722222,0.0,0.0,tihan_field_measurement,VLC,-999.0,20.80327975734029,0.1827351369635919,0,2.0941739558465087e-08,26.56256412357327,348.421687612037,Safety,10.117728901120772,-5.950459425258369,0.9778389600192972,45,13.845282299521301,2.695535061246572e-28,0.0,8.996570342403434,1,High,50
P000011b,V13,V1,V2V,vehicle,vehicle,62.23348608,17.71635699722222,0.0,0.0,tihan_field_measurement,RF,19.11951741681352,-999.0,0.0,0,0.0,46.97095201131843,348.421687612037,Infotainment,183.3313557114287,-3.091641179298951,4.817760593017216,41,8.219999999999999,2.0477443584829174e-45,0.03316988257035958,7.965403780987939,1,High,50
P000011b,V13,V1,V2V,vehicle,vehicle,62.23348608,17.71635699722222,0.0,0.0,tihan_field_measurement,VLC,-999.0,20.80327975734029,0.1827351369635919,0,2.0941739558465087e-08,27.712905791731657,348.421687612037,Infotainment,198.7456130598323,-2.9445820470131827,5.065471518120712,12,13.845282299521301,2.695535061246572e-28,0.0,1.1477996730045463,1,High,50
P000012a,V1,V14,V2V,vehicle,vehicle,135.43711266445982,18.13971537938707,0.0,0.0,model_augmented_short_range,RF,12.365246282790972,-999.0,0.0,0,0.0,55.761577208041885,356.74773579461237,Telemetry,100.03614901708602,-4.0471063059518615,1.027076821993989,45,8.219999999999999,4.6932517199766e-11,0.147653967107091,13.79454179280114,1,High,50
P000012a,V1,V14,V2V,vehicle,vehicle,135.43711266445982,18.13971537938707,0.0,0.0,model_augmented_short_range,VLC,-999.0,7.294737458876217,0.3554189891131865,0,4.421662998075026e-09,6.511279467106437,356.74773579461237,Telemetry,92.48336270465727,-3.9766009130419175,0.9924661694754313,14,5.339783542914952,1.0,1.0,3.121828970926897,0,High,50
P000012b,V14,V1,V2V,vehicle,vehicle,135.43711266445982,18.13971537938707,0.0,0.0,model_augmented_short_range,RF,12.365246282790972,-999.0,0.0,0,0.0,46.219838636713234,356.74773579461237,Safety,9.704943467860955,-6.001909268398672,1.013066433289315,4,8.219999999999999,4.6932517199766e-11,0.147653967107091,1.5852247879108567,1,High,50
P000012b,V14,V1,V2V,vehicle,vehicle,135.43711266445982,18.13971537938707,0.0,0.0,model_augmented_short_range,VLC,-999.0,7.294737458876217,0.3554189891131865,1,4.421662998075026e-09,29.49519627059685,356.74773579461237,Safety,10.640496293232165,-5.94714661861858,0.9922621057229586,15,5.339783542914952,1.0,1.0,3.2179043441130886,0,High,50
P000013a,V1,V15,V2V,vehicle,vehicle,84.55092516223863,18.40410103117225,0.0,0.0,model_augmented_short_range,RF,16.457632732010882,-999.0,0.0,0,0.0,18.86084457653954,361.94732027972094,Infotainment,206.74644150760702,-2.9965889360611095,4.940503133798341,6,8.219999999999999,1.6221316937561033e-25,0.060365170387444045,1.6642733801156797,1,High,50
P000013a,V1,V15,V2V,vehicle,vehicle,84.55092516223863,18.40410103117225,0.0,0.0,model_augmented_short_range,VLC,-999.0,15.479510362452018,0.23978677949038862,0,1.134551683177159e-08,32.34191309005438,361.94732027972094,Infotainment,186.0145377368153,-3.010685819227001,5.4450756490915335,5,10.364934536253763,1.4027968854484554e-09,0.0,1.2820917391498226,1,High,50
P000013b,V15,V1,V2V,vehicle,vehicle,84.55092516223863,18.40410103117225,0.0,0.0,model_augmented_short_range,RF,16.457632732010882,-999.0,0.0,0,0.0,12.864841796127411,361.94732027972094,Emergency,19.982786392911386,-4.984192905914229,0.9230609059104756,42,8.219999999999999,1.6221316937561033e-25,0.060365170387444045,9.374705157930023,1,High,50
P000013b,V15,V1,V2V,vehicle,vehicle,84.55092516223863,18.40410103117225,0.0,0.0,model_augmented_short_range,VLC,-999.0,15.479510362452018,0.23978677949038862,0,1.134551683177159e-08,45.029585399721185,361.94732027972094,Emergency,19.14577836900601,-5.069701743719892,0.913460299085889,44,10.364934536253763,1.4027968854484554e-09,0.0,9.633367061962367,1,High,50
P000014a,V1,V16,V2V,vehicle,vehicle,61.43158846,17.165941483333334,0.0,0.0,tihan_field_measurement,RF,19.232165096537692,-999.0,0.0,0,0.0,29.305555821257066,337.5968491722222,Telemetry,92.96238889275537,-4.020653696784296,0.9268221319089097,16,8.219999999999999,1.486388000792781e-46,0.03233446477205126,2.1362407705538695,1,High,50
P000014a,V1,V16,V2V,vehicle,vehicle,61.43158846,17.165941483333334,0.0,0.0,tihan_field_measurement,VLC,-999.0,21.028575116778413,0.18060735850975418,0,2.149203415949169e-08,20.49330109836444,337.5968491722222,Telemetry,98.5027337757389,-4.076712020363098,0.9024933831331513,16,13.993762687865054,1.0676738559692983e-29,0.0,1.2548465616417928,1,High,50
P000014b,V16,V1,V2V,vehicle,vehicle,61.43158846,17.165941483333334,0.0,0.0,tihan_field_measurement,RF,19.232165096537692,-999.0,0.0,0,0.0,47.08074363618415,337.5968491722222,Safety,9.826865961755605,-6.022551357240959,0.9690467726204162,41,8.219999999999999,1.486388000792781e-46,0.03233446477205126,8.357731125227946,1,High,50
P000014b,V16,V1,V2V,vehicle,vehicle,61.43158846,17.165941483333334,0.0,0.0,tihan_field_measurement,VLC,-999.0,21.028575116778413,0.18060735850975418,0,2.149203415949169e-08,25.447725521208582,337.5968491722222,Safety,10.442057458199914,-6.036834968820881,1.005218354846788,6,13.993762687865054,1.0676738559692983e-29,0.0,0.9660582249150512,1,High,50
P000015a,V1,V17,V2V,vehicle,vehicle,107.06957518696177,18.825672687008534,0.0,0.0,model_augmented_short_range,RF,14.406678434543357,-999.0,0.0,0,0.0,34.73974687073226,370.23822951116784,Infotainment,190.52712268301653,-2.962924768719835,5.061079842040359,15,8.219999999999999,1.2799661233917848e-16,0.09502353535495534,2.070592022766438,1,High,50
P000015a,V1,V17,V2V,vehicle,vehicle,107.06957518696177,18.825672687008534,0.0,0.0,model_augmented_short_range,VLC,-999.0,11.377601741824183,0.2933169688580295,0,7.075039248235419e-09,13.21695981740631,370.23822951116784,Infotainment,187.55785112994258,-2.984042889484565,4.768844057023945,5,7.761926159314291,0.00010536897393781391,0.0,1.7352324836946025,1,High,50
P000015b,V17,V1,V2V,vehicle,vehicle,107.06957518696177,18.825672687008534,0.0,0.0,model_augmented_short_range,RF,14.406678434543357,-999.0,0.0,0,0.0,31.820416600727526,370.23822951116784,Emergency,19.810255644957028,-4.98510318111239,0.9821580599519677,7,8.219999999999999,1.2799661233917848e-16,0.09502353535495534,1.7076509133933369,1,High,50
P000015b,V17,V1,V2V,vehicle,vehicle,107.06957518696177,18.825672687008534,0.0,0.0,model_augmented_short_range,VLC,-999.0,11.377601741824183,0.2933169688580295,0,7.075039248235419e-09,21.160896932729603,370.23822951116784,Emergency,23.165388715717228,-5.069993212076077,1.0510780980017054,12,7.761926159314291,0.00010536897393781391,0.0,2.037853248531416,0,High,50
P000016a,V1,V18,V2V,vehicle,vehicle,1.390803484,18.848731077777778,0.0,0.0,tihan_field_measurement,RF,52.13468460304735,-999.0,0.0,0,0.0,39.209782655760336,370.6917111962963,Emergency,20.189011373008686,-5.008713675911206,0.9907938912544009,43,8.219999999999999,0.0,1.6847205809633614e-05,10.143439688965106,1,High,50
P000016a,V1,V18,V2V,vehicle,vehicle,1.390803484,18.848731077777778,0.0,0.0,tihan_field_measurement,VLC,-999.0,86.83361412681121,0.0044995262515553636,0,4.193044511133146e-05,49.670297561452344,370.6917111962963,Emergency,19.525776814323756,-5.058094298832964,0.8810982209455558,13,57.69100447567442,0.0,0.0,0.28406154686075596,1,High,50
P000016b,V18,V1,V2V,vehicle,vehicle,1.390803484,18.848731077777778,0.0,0.0,tihan_field_measurement,RF,52.13468460304735,-999.0,0.0,0,0.0,38.891078420751306,370.6917111962963,Infotainment,202.4574220031731,-2.9630036967086877,4.945891640671001,40,8.219999999999999,0.0,1.6847205809633614e-05,7.492999397853578,1,High,50
P000016b,V18,V1,V2V,vehicle,vehicle,1.390803484,18.848731077777778,0.0,0.0,tihan_field_measurement,VLC,-999.0,86.83361412681121,0.0044995262515553636,0,4.193044511133146e-05,6.826186345404853,370.6917111962963,Infotainment,204.03117235911296,-2.9710037722000058,4.992193169985828,39,57.69100447567442,0.0,0.0,0.9228024611507624,1,High,50
P000017a,V1,V19,V2V,vehicle,vehicle,156.67367471913101,16.55899034590875,0.0,0.0,model_augmented_short_range,RF,11.100079410786483,-999.0,0.0,0,0.0,7.592748808266029,325.66014346953875,Telemetry,103.10189122017633,-4.027230999535488,0.9381513858192516,40,8.219999999999999,1.0801579735816058e-08,0.1924839110764558,7.102708025965012,1,High,50
P000017a,V1,V19,V2V,vehicle,vehicle,156.67367471913101,16.55899034590875,0.0,0.0,model_augmented_short_range,VLC,-999.0,4.764403734055131,0.39831083872914685,0,3.304219980452019e-09,39.55610383424001,325.66014346953875,Telemetry,102.5330629648496,-4.027007431345927,0.9603663122402182,17,3.9966079069139173,1.0,1.0,4.58372637108459,0,High,50
P000017b,V19,V1,V2V,vehicle,vehicle,156.67367471913101,16.55899034590875,0.0,0.0,model_augmented_short_range,RF,11.100079410786483,-999.0,0.0,0,0.0,24.426995150135713,325.66014346953875,Emergency,19.296690353712172,-4.985608677274931,0.9432141792934536,43,8.219999999999999,1.0801579735816058e-08,0.1924839110764558,9.843275166435017,1,High,50
P000017b,V19,V1,V2V,vehicle,vehicle,156.67367471913101,16.55899034590875,0.0,0.0,model_augmented_short_range,VLC,-999.0,4.764403734055131,0.39831083872914685,0,3.304219980452019e-09,59.79691068430634,325.66014346953875,Emergency,19.197512783161372,-5.021363352995619,0.947424301536712,4,3.9966079069139173,1.0,1.0,3.275370193866425,0,High,50
P000018a,V1,V20,V2V,vehicle,vehicle,233.3866443,18.112807538888887,0.0,0.0,tihan_field_measurement,RF,7.638480006847505,-999.0,0.0,0,0.0,13.961625195749743,356.2185482648148,Telemetry,105.90443023928995,-4.025367207828089,0.9810130810945412,6,8.219999999999999,8.550141190838816e-05,0.37774667541593554,1.6503470255197619,1,High,50
P000018a,V1,V20,V2V,vehicle,vehicle,233.3866443,18.112807538888887,0.0,0.0,tihan_field_measurement,VLC,-999.0,-2.1587950615496125,0.530814034967303,0,1.4890490821959376e-09,55.33073535917673,356.2185482648148,Telemetry,99.03966794863237,-3.89893909506524,1.0986682675508788,15,1.3710798098096129,1.0,1.0,12.622417640151317,0,High,50
P000018b,V20,V1,V2V,vehicle,vehicle,233.3866443,18.112807538888887,0.0,0.0,tihan_field_measurement,RF,7.638480006847505,-999.0,0.0,0,0.0,39.802155287954314,356.2185482648148,Infotainment,200.35696247936357,-2.9416239294717497,5.477810752852477,37,8.219999999999999,8.550141190838816e-05,0.37774667541593554,5.798625602876745,1,High,50
P000018b,V20,V1,V2V,vehicle,vehicle,233.3866443,18.112807538888887,0.0,0.0,tihan_field_measurement,VLC,-999.0,-2.1587950615496125,0.530814034967303,1,1.4890490821959376e-09,28.970775779875087,356.2185482648148,Infotainment,212.60924920544255,-2.953839201083359,4.892013847524346,37,1.3710798098096129,1.0,1.0,33.068515126586064,0,High,50
